Iteration,Algorithm,Cenary,Heuristic,Initial State,Objective,Generated vertices amount,Visited vertices amount,Cost,Path
0,BFS,1,(30 19),(19 27),247,197,190,(30 19) (30 20) (30 21) (29 21) (28 21) (27 21) (26 21) (25 21) (24 21) (23 21) (22 21) (22 22) (22 23) (21 23) (21 24) (20 24) (20 25) (20 26) (20 27) (19 27) 
0,DFS,1,(30 19),(19 27),966,754,210,(30 19) (30 20) (30 21) (29 21) (28 21) (28 22) (28 23) (28 24) (28 25) (27 25) (27 24) (26 24) (26 25) (25 25) (24 25) (24 26) (24 27) (24 28) (23 28) (22 28) (22 29) (21 29) (21 28) (21 27) (20 27) (19 27) 
0,BFS,1,(30 19),(19 27),429,350,210,(30 19) (30 20) (29 20) (28 20) (27 20) (27 21) (27 22) (26 22) (25 22) (24 22) (23 22) (22 22) (21 22) (20 22) (20 23) (19 23) (18 23) (18 24) (18 25) (18 26) (18 27) (19 27) 
0,DFS,1,(30 19),(19 27),655,472,190,(30 19) (29 19) (29 20) (29 21) (28 21) (27 21) (27 22) (26 22) (26 23) (26 24) (25 24) (24 24) (24 25) (23 25) (22 25) (22 26) (21 26) (21 27) (20 27) (20 26) (19 26) (19 27) 
0,BFS,1,(30 19),(19 27),433,363,210,(30 19) (29 19) (29 20) (29 21) (29 22) (28 22) (28 23) (28 24) (27 24) (27 25) (26 25) (25 25) (24 25) (24 24) (23 24) (22 24) (21 24) (21 25) (21 26) (20 26) (20 27) (19 27) 
0,DFS,1,(30 19),(19 27),902,676,250,(30 19) (29 19) (28 19) (28 18) (27 18) (27 19) (26 19) (25 19) (25 20) (24 20) (23 20) (23 21) (23 22) (23 23) (23 24) (22 24) (22 23) (21 23) (21 24) (20 24) (20 25) (20 26) (20 27) (19 27) 
0,BFS,1,(30 19),(19 27),317,261,210,(30 19) (30 20) (30 21) (30 22) (30 23) (30 24) (29 24) (28 24) (27 24) (27 25) (27 26) (26 26) (26 27) (25 27) (24 27) (24 26) (23 26) (22 26) (21 26) (20 26) (20 27) (19 27) 
0,DFS,1,(30 19),(19 27),777,575,210,(30 19) (29 19) (29 20) (30 20) (30 21) (29 21) (28 21) (27 21) (26 21) (25 21) (25 22) (24 22) (24 23) (25 23) (25 24) (24 24) (23 24) (23 23) (22 23) (21 23) (20 23) (20 24) (19 24) (19 25) (19 26) (19 27) 
0,BFS,1,(30 19),(19 27),249,198,210,(30 19) (29 19) (29 20) (28 20) (28 21) (27 21) (26 21) (26 22) (26 23) (27 23) (27 24) (27 25) (26 25) (25 25) (24 25) (23 25) (23 26) (22 26) (21 26) (20 26) (19 26) (19 27) 
0,DFS,1,(30 19),(19 27),1113,902,210,(30 19) (30 20) (30 21) (30 22) (29 22) (29 23) (28 23) (28 22) (27 22) (27 23) (27 24) (26 24) (25 24) (24 24) (24 25) (23 25) (22 25) (21 25) (21 24) (21 23) (20 23) (20 24) (20 25) (19 25) (18 25) (17 25) (17 26) (18 26) (18 27) (19 27) 
0,BFS,1,(30 19),(19 27),419,361,190,(30 19) (30 20) (30 21) (29 21) (28 21) (27 21) (27 22) (27 23) (26 23) (25 23) (25 24) (24 24) (24 25) (24 26) (23 26) (22 26) (22 27) (21 27) (20 27) (19 27) 
0,DFS,1,(30 19),(19 27),826,640,290,(30 19) (30 18) (30 17) (29 17) (28 17) (28 18) (27 18) (26 18) (25 18) (24 18) (24 17) (23 17) (23 18) (22 18) (21 18) (21 19) (20 19) (19 19) (18 19) (17 19) (17 20) (17 21) (18 21) (19 21) (19 22) (20 22) (20 23) (20 24) (20 25) (19 25) (19 26) (19 27) 
